"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","대학구분","학년구분","학과구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천필요여부 상세내용","제출서류 상세내용","홈페이지 주소","모집시작일","모집종료일"
"820 ","(재)한국고등교육재단","중국유학장학생","기타","장학금","기타","4년제(5~6년제포함)/일반대학원","대학7학기/대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)","사회계열/인문계열","해당없음","해당없음","○ 유학후보장학금 지급○ 재단에서 운영하는 다양한 연수프로그램 교육비 전액 지원○ 재단이 지원하는 해외대학에 한해 재정보증서 지원○ 중국유학 장학생으로 전환 기회 부여○ 중국유학 장학생으로 전환 시 최대 5년간 유학 장학금 지원","○ 대한민국 국적보유자(영주권자·이중국적자 지원 가능)○ 국내외 4년제 대학 기 졸업자 및 졸업예정자○ 국내외 대학원 재학생 및 기 졸업자○ 2024년 9월 박사과정 입학 희망자○ 재단 선발전형 일정 전체 참석 가능한 자○ 선발된 후 1년간 재단 필수 연수 참여 가능한 자○ 선발분야: 사회과학·인문","해당없음","○ (1차) 서류심사○ (2차) 필기시험○ (3차) 면접평가","※ 기관확인 필요","○ 재단 장학상품 선발전형 중 부정행위로 시험자격이 정지 또는 무효로 된 날로부터 5년이 지나지 않은 사람○ 해외여행에 결격사유가 있는 사람○ 재단 해외유학후보 기 수혜자○ 국가장학금 및 국내 타 장학재단으로부터 장학금 수혜를 받는 자","○ 지도교수의 추천서 제출 필수","○ 온라인지원서○ 학업계획서○ 전학년 성적증명서○ 영문CV○ 공인어학성적표○ 인문 및 사회과학분야 Writing sample○ 선택제출서류※ 홈페이지 온라인 접수로 자세한 사항은 홈페이지 참조","http://www.kfas.or.kr","2023-07-06","2023-07-21"
"821 ","(재)한국고등교육재단","인재림 장학","기타","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","○ 프로그램 교육비 전액지원○ 장학금 800만원○ Design Thinking Project 활동비(팀별 200만원)○  Design Thinking Project 우수팀 200만원","○ 대한민국 국적 보유자(복수국적자 지원 가능)○ 2024년 가을학기(9~12월) 기준 2개 학기 이상 이수자(계절학기 불포함)이며 학부 2/3학년인 자○ 1년간 모든 과정에 참여할 수 있는 자※ 자세한 사항은 첨부파일 참조","해당없음","※ 자세한 사항은 첨부파일 참조","○ 20명 내외","※ 자세한 사항은 기관 담당자에 문의","해당없음","○ 성적증명서○ 에세이 작성○ 교내외 활동○ 공인 어학 성적(선택)※ 자세한 사항은 첨부파일 참조","http://www.kfas.or.kr","2024-11-07","2024-12-13"
"822 ","(재)한국고등교육재단","문우림 장학","기타","장학금","기타","해당없음","해당없음","해당없음","○ 평균 학점 3.5(4.5 만점 기준) 이상","해당없음","○ 연간 800만원 장학금 수혜 (타 기관과의 중복수혜 가능)○ 재단에서 운영하는 2년간의 연수 프로그램 교육비 전액 지원","○ 대한민국 국적 보유자(이중국적/ 시민권자 지원 가능)○ 2024년 가을학기(9~12월) 기준 2개 학기 이상 이수자(계절학기 불포함)이며 학부 2/3학년인 자○ 2년간 재단 연수 프로그램 참여에 문제가 없는 자※ 자세한 사항은 첨부파일 참조","해당없음","※ 자세한 사항은 첨부파일 참조","○ 10명 내외","※ 자세한 사항은 기관 담당자에 문의","○ 학과 교수 혹은 수업 담당 강사","○ 자기소개서 2500자 내외○ 성적증명서○ (선택) 학과 교수 혹은 수업 담당 강사 추천서○ (선택) 어학 능력 공인 성적※ 자세한 사항은 첨부파일 참조","https://apply.kfas.or.kr","2024-11-07","2024-12-20"
"823 ","(재)한국고등교육재단","동아시아연구장학생","기타","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","○ 국내 대학원 등록금 실비 지원(최대 5년)○ 박사과정 연간 1200만원○ 석사과정 연간 1000만원","○ 대한민국 국적 소유자○ 2024년 6월 기준 국내 대학원 석사과정 재학생 및 수료생으로 석사학위 취득 후 박사과정 진학 희망자○ 2024년 6월 기준 국내 대학원 박사과정 첫 번째 학기 재학자○ 2024년 2학기에 박사과정 입학 또는 박사과정 두 번째 학기로 복학 예정자○ 본인의 연구에 한문 자료가 필요한 자","해당없음","○ 서류심사 >필기고사 > 면접평가","※ 기관확인 필요","※ 자세한 사항은 첨부파일 참조","해당없음","○ 온라인 지원서○ 대학(원) 전 학년 성적증명서○ 추천서 1부○ 자기소개서○ 공인영어성적표(선택사항)※ 추천서 제출 및 온라인 지원 접수 모두 완료해야 함.※ 자세한 사항은 첨부파일 및 홈페이지 참고","http://www.kfas.or.kr","2025-06-23","2025-07-14"
"824 ","(재)관정이종환교육재단","학부장학생","기타","장학금","성적우수","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학신입생","공학계열/사회계열/의약계열/인문계열/자연계열","○ 학부 1~3학기 총 평균평점이 4.0(4.5만점)/3.8(4.3만점) 이상인 자","해당없음","○ 관정성적우수장학금(A형): 학기당 600만원○ 관정학업장려장학금(B형): 학기당 400만원※ 최대 4학기까지 지원","○ 2025년 1학기 기준 5학기(3학년 1학기) 진학 예정자○ 대한민국 국적 보유자로서 대한민국 고등학교 졸업자○ 2025년 기준 만 24세 이하","해당없음","○ 재단에서 서류 전형○ 면접 심사 및 확정","○ 계열별 추천비율  자연이공계열 80%  인문사회계열 20%※ 대학 추천방식으로 대학 장학부서로 문의","○ 편입생은 지원대상에서 제외○ A/B형 중 선택하여 지원 가능  A형은 등록금감면장학금/타장학금 중복수혜 불가  B형은 생활비성장학금/국가 및 학교의 등록금감면 장학금과 중복수혜 가능 (타 민간재단 장학금 중복수혜 불가)※ 자세한 사항은 첨부파일 참고","○ 대학 총장 추천","○ 지원서 원본 1부 및 사본 2부○ 자기소개서 1부○ 지도교수 추천서 1부○ 학업관련 증빙서류○ 어학능력증명서 사본○ 각종활동 및 자격에 대한 증빙서류○ 주민등록 등본○ 가족관계증명서○ 소득수준 심사 서류○ 개인정보 수집/이용 동의서※ 자세한 사항은 첨부파일 참고","https://www.ikef.or.kr/","2024-11-12","2024-12-05"
"825 ","(재)관정이종환교육재단","대학원장학생","기타","장학금","성적우수","일반대학원","박사과정/석사신입생(1학기)","공학계열/사회계열/의약계열/인문계열/자연계열","○ 前과정 평균평점이 4.0(4.5만점)/3.8(4.3만점) 이상인 자  석사 및 석박통합과정 진학자 : 학부과정 총 평균평점  박사과정 진학자 : 학부과정 및 석사과정 총 평균평점","해당없음","○ 학기당 600만원 (최대 4학기 지원)","○ 대한민국 국적 보유자로서 대한민국에서 고등학교를 졸업한 자○ 일반대학원 석사/석·박사/박사과정ㅇ 2024년 2학기 입학예정자 및 2025년 전기 입학생","해당없음","○ 1차 서류 / 2차 전문심사 / 3차 면접접","○ 계열별 추천비율  자연이공계열 80%  인문사회계열 20%※ 대학 추천방식으로 대학 장학부서로 문의","○ 일반대학원 이외의 대학원 과정(MBA 과정·전문대학원·특수대학원·기타대학원·파트타임 과정·야간과정) 제외○ 타 민간재단 장학금 중복수혜 불가 (국가 및 학교 장학금은 중복수혜 가능)","○ 대학 총장 추천","○ 지원서 원본 1부 및 사본 2부○ 자기소개서 1부○ 지도교수 추천서 1부○ 학업관련 증빙서류○ 어학능력증명서 사본○ 각종활동 및 자격에 대한 증빙서류○ 주민등록 등본○ 가족관계증명서○ 소득수준 심사 서류○ 개인정보 수집/이용 동의서※ 자세한 사항은 첨부파일 참고","https://www.ikef.or.kr","2024-11-12","2025-03-07"
"826 ","포스코청암재단","포스코비전장학","기타","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","○ 3.0/4.5 이상","○ 소득5분위 이내","○ 연간 500만원 (최대 7학기/ 1학년 2학기 부터)","○ 2025년 대학 신입생","○ 포항/ 광양 지역가정 또는 소재 고등학교 졸업자로서 2025년 대학 신입생","○ 재단 홈페이지 온라인 신청 후 재단에서 서류심사와 면접을 거쳐 선발","○ 40명 내외","○ 다음학기 휴학예정자 지원불가○ 국내 정규 4년제 대학교/전문대학 재학생만 가능","해당없음","○ 자기소개서○ 가족관계증명서○ 수급자/ 차상위/ 한부모가정 등 해당자 증명서○ 출신 고등학교 생활기록부○ 대학 성적증명서(1학년 1학기)※ 자세한 사항은 첨부파일 참고","http://www.postf.org/","2025-06-16","2025-07-20"
"827 ","포스코청암재단","아시아학생한국유학장학생","기타","장학금","기타","일반대학원/특정대학","해당없음","해당없음","해당없음","해당없음","○ 등록금 전액과 생활비","○ 아시아 지역 출신으로 학부를 졸업하고 재단 협력대학원에 지원하는 자로 협력대학원의 추천을 받은 자○ 국내 석사 및 박사학위(이공계만 해당) 를 희망하는 자","해당없음","○ 협력대학의 심사 및 추천> 재단 면접 심사 및 선발> 장학증서 수여식","○ 00명","※ 기관확인 필요","해당없음","해당없음","http://www.postf.org/ko","2024-05-01","2024-05-31"
"828 ","포스코청암재단","포스코사이언스펠로십","기타","장학금","기타","4년제(5~6년제포함)/일반대학원/해외대학","대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)","공학계열/자연계열","해당없음","해당없음","○ 신진교수 펠로십  인당 매년 5천만원의 펠로십을 2년간 지원","○ 학문분야  수학/ 물리학/ 화학/ 생명과학 분야(4개 기초과학 분야)  금속/ 신소재/ 에너지소재(2개 응용과학 분야)  선발 공고일 기준 임용 36개월 이내의 국내대학 신진교수 또는 1년 이내 국내 대학 신진교수로 임용 예정자※ 자세한 사항은 홈페이지 공고문 참조","해당없음","○ 서면심사 > 1차합격자 발표 > 발표심사 > 최종합격자 발표","○ 신진교수 펠로 : 30명 내외","※ 자세한 사항은 해당 기관으로 문의","해당없음","○ 신진교수 펠로 지원자  신청서 및 연구계획서  논문실적 표지모음  대표논문 3편※ 포스코청암재단 홈페이지 온라인 지원서 제출※ 자세한 사항은 홈페이지 참고","http://www.postf.org/ko/main.do","2025-03-20","2025-05-31"
"829 ","(재)서암윤세영재단","국내 박사과정 연구지원사업","기타","장학금","기타","일반대학원","박사과정/석사2학기이상/석사신입생(1학기)","공학계열/사회계열/인문계열/자연계열","해당없음","해당없음","○ 지원금액 : 최대 9천 7백만원※ 코스웍을 마칠 때까지의 등록금 전액과 월 100만원의 연구지원금※ 지원기간 : 석박사통합과정 최대 5.5년 / 박사과정 최대 4.5년 / 석사과정 최대 2.5년※ 2년 지원 후 중간평가를 거쳐 지원 계속 여부를 결정","○ 국내 대학원에서 석사/박사 통합/박사학위 과정 1학기 또는 2학기 재학중인 분 (휴학중인 분 제외)○ 지도교수 등의 추천을 받은 분○ 타 재단이나 단체/기관으로부터 지원을 받고 있지 않은 분※ 위 세가지 기준을 '모두' 충족해야 합니다.","해당없음","○ 서류심사 및 면접","○ 0명 (이·공/인문·사회 구분 없음)","○ 타 재단이나 단체/기관으로 부터 지원을 받는 자○ 지원기간 중 학위를 취득하거나 중도 포기할 경우 지원 종료","○ 지도교수 등의 추천","○ 지원신청서○ 자기소개서○ 연구계획서○ 학부/대학원 직전까지의 전체 성적증명서○ 경력/수상실적 등을 증명할 수 있는 증빙서류 사본○ 논문 및 연구실적(특허 포함)을 증명할 수 있는 증빙서류 사본※ 논문은 표제지와 초록/특허는 특허등록/출원증 사본 등 제출○ 지도교수 등의 추천서 (자유양식/분량 제한 없음)※ 양식은 홈페이지에서 다운받을 것※ 자세한 사항은 홈페이지 참고","https://foundation.sbs.co.kr/scholarship/introduce/","2025-05-02","2025-05-15"
"830 ","(재)서암윤세영재단","대학장학생","기타","장학금","성적우수","4년제(5~6년제포함)","대학2학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","○ 직전학기(1학년 1학기) 성적 4.0(4.5만점) 이상인 학생","해당없음","○ 등록금 전액 (졸업 시까지 7학기)○ 학업 보조금 월 50만원○ 교환학생 체재비 지원(1학기에 한해 총 700만원 / 우수 활동자 대상 선발)※ 매 학기 지속 지원 여부 재심사","○ 대한민국 국적의 학부1학년 재학 중인 자○ 재단 주최 활동에 성실하고 적극적으로 참여할 수 있는 학생○ 부모 직장으로부터 학자금 지원을 받고 있지 않은 학생","해당없음","○ 온라인 응모 서류 접수○ 서류 및 면접 심사○ 합격자 발표 및 증서전달식","※ 기관확인 필요","○ 2학기 휴학 예정자○ 전 학기 성적이 평점 평균 3.5 미만일 경우 지급 중단○ 타 재단이나 단체로부터 중복 수혜일 경우○ 장학생 의무 사항을 소홀히 하고 태도가 불성실한 경우○ 학교에서 징계 처분을 받은 경우우","해당없음","○ 자기소개서○ 1학년 1학기 성적표○ 주민등록등본○ 부모 소득증명원○ 한국장학재단 발급 학자금 지원구간 통지서○ 수상내역 증빙서류※ 자세한 사항은 첨부파일 참조","http://foundation.sbs.co.kr/seoam.cmdact=index","2025-07-07","2025-07-17"
